X,Y,DeployID,Ptt,Instr,Date,Type,Quality,Latitude,Longitude,Error radi,Error Semi,Error Se_1,Error Elli,Offset,Offset ori,GPE MSD,GPE U,Comment,X,Y
246605.34489814911,5055894.119889521,84481,84481,Mk10,22:34:18 19-Apr-2015,Argos,B,-44.605651860000002,-78.193191529999993,10922,38870,3068,93,,,,,,246605,5055894
179135.13289725344,5073066.7632377911,84481,84481,Mk10,21:25:40 21-Apr-2015,Argos,B,-44.424530030000000,-79.030883790000004,7528,76857,737,75,,,,,,179135,5073067
149517.84473166999,5063449.9245946314,84481,84481,Mk10,22:36:58 21-Apr-2015,Argos,B,-44.497131349999997,-79.408409120000002,4947,19815,1235,75,,,,,,149518,5063450
119281.84536702844,5175771.9709503427,84481,84481,Mk10,11:30:23 23-Apr-2015,Argos,A,-43.474018100000002,-79.706970209999994,2364,26398,211,93,,,,,,119282,5175772
118722.80071408907,5180140.7991433283,84481,84481,Mk10,12:30:42 23-Apr-2015,Argos,B,-43.434528350000001,-79.710807799999998,860,10001,74,52,,,,,,118723,5180141
119177.16016687255,5180728.0598951373,84481,84481,Mk10,13:58:45 23-Apr-2015,Argos,B,-43.429489140000001,-79.704803470000002,4167,5805,2991,88,,,,,,119177,5180728
117566.17254276859,5184275.0888521764,84481,84481,Mk10,19:24:09 23-Apr-2015,Argos,B,-43.396839139999997,-79.722160340000002,4313,6172,3013,84,,,,,,117566,5184275
116278.20159784018,5184509.2148048515,84481,84481,Mk10,20:56:10 23-Apr-2015,Argos,B,-43.394081120000003,-79.737846370000000,3347,4593,2439,81,,,,,,116278,5184509
118462.36915516393,5186700.4035673421,84481,84481,Mk10,22:07:59 23-Apr-2015,Argos,B,-43.375530240000003,-79.709442139999993,2639,3857,1805,122,,,,,,118462,5186700
67808.38754598971,5364220.5286235139,84481,84481,Mk10,11:34:17 25-Apr-2015,Argos,B,-41.756168369999997,-80.197982789999998,608,5692,65,58,,,,,,67808,5364221
68161.235890190059,5365040.9847871466,84481,84481,Mk10,13:14:03 25-Apr-2015,Argos,B,-41.749000549999998,-80.193161009999997,1461,2130,1001,80,,,,,,68161,5365041
69306.045305985666,5369801.2216713028,84481,84481,Mk10,13:14:49 25-Apr-2015,Argos,B,-41.706920619999998,-80.176010129999995,798,2805,227,50,,,,,,69306,5369801
59989.105700100481,5391742.407252715,84481,84481,Mk10,20:37:54 25-Apr-2015,Argos,B,-41.505039220000000,-80.271438599999996,3004,7549,1195,76,,,,,,59989,5391742
8783.243505913706,5504192.2038122807,84481,84481,Mk10,09:14:34 27-Apr-2015,Argos,B,-40.467628480000002,-80.792823790000000,29114,373753,2267,109,,,,,,8783,5504192
-8411.6964147143299,5510210.6836078335,84481,84481,Mk10,10:41:37 27-Apr-2015,Argos,B,-40.403381349999997,-80.989761349999995,35769,112003,11423,114,,,,,,-8412,5510211
-29379.995684266323,5527204.1048202114,84481,84481,Mk10,13:47:13 27-Apr-2015,Argos,B,-40.238151549999998,-81.221397400000001,36429,78599,16883,96,,,,,,-29380,5527204
-63934.815714991884,5549832.9760688767,84481,84481,Mk10,20:22:24 27-Apr-2015,Argos,B,-40.013141630000000,-81.605293270000004,36050,55387,23463,89,,,,,,-63935,5549833
-501283.99319170602,5918504.8419950679,84481,84481,Mk10,09:54:36 01-May-2015,Argos,B,-36.355438229999997,-86.139122009999994,6353,282159,143,107,,,,,,-501284,5918505
472016.76532107126,5989346.584716172,84481,84481,Mk10,11:41:45 01-May-2015,Argos,B,-36.240360260000003,-75.311431880000001,2319,31514,170,73,,,,,,472017,5989347
-43317.058867528685,5850669.6718237698,84481,84481,Mk10,13:21:46 01-May-2015,Argos,B,-37.331668850000000,-81.129959110000001,6892,17137,2771,134,,,,,,-43317,5850670
-32425.339919462567,5866190.2980610784,84481,84481,Mk10,19:36:13 01-May-2015,Argos,B,-37.198829650000000,-80.996612549999995,14416,17391,11949,98,,,,,,-32425,5866190
6571.0472275470966,5912187.2006301638,84481,84481,Mk10,21:20:05 01-May-2015,Argos,B,-36.807540889999999,-80.529289250000005,24363,49711,11940,80,,,,,,6571,5912187
-11505.795014326344,5890797.8439407852,84481,84481,Mk10,21:33:51 01-May-2015,Argos,B,-36.989810939999998,-80.745361329999994,30223,57709,15827,80,,,,,,-11506,5890798
-57625.314901131904,5916453.4385754848,84481,84481,Mk10,22:18:24 01-May-2015,Argos,A,-36.733760830000001,-81.241897580000000,2311,11890,449,85,,,,,,-57625,5916453
-23286.800965250412,6046308.8921959605,84481,84481,Mk10,10:05:36 03-May-2015,Argos,B,-35.588588710000003,-80.773040769999994,54054,579025,5046,114,,,,,,-23287,6046309
-33821.578386017703,6011624.3415152617,84481,84481,Mk10,10:41:45 03-May-2015,Argos,B,-35.894039149999998,-80.911750789999999,19062,194415,1869,143,,,,,,-33822,6011624
-50751.178729424835,6044113.7402187856,84481,84481,Mk10,11:14:10 03-May-2015,Argos,Z,-35.593399050000002,-81.076042180000002,160267,259178,99104,130,,,,,,-50751,6044114
-75002.964750599,6084528.4721069885,84481,84481,Mk10,11:47:41 03-May-2015,Argos,B,-35.217449190000004,-81.313743590000001,7538,52490,1082,83,,,,,,-75003,6084528
-72499.675072033773,6100412.3695295975,84481,84481,Mk10,21:57:29 03-May-2015,Argos,B,-35.076511379999999,-81.275421140000006,42270,94127,18982,96,,,,,,-72500,6100412
-100413.81570198981,6239416.9085375452,84481,84481,Mk10,09:10:26 05-May-2015,Argos,B,-33.814899439999998,-81.482322690000004,375,4228,33,109,,,,,,-100414,6239417
-123746.13445480843,6292226.8840869144,84481,84481,Mk10,20:27:32 05-May-2015,Argos,B,-33.328380580000001,-81.695953369999998,59694,828499,4300,82,,,,,,-123746,6292227
-125526.00508199539,6453571.1948021725,84481,84481,Mk10,07:38:07 07-May-2015,Argos,A,-31.881729130000000,-81.607460020000005,61609,676918,5607,95,,,,,,-125526,6453571
-149904.29374062619,6467580.602212036,84481,84481,Mk10,10:27:18 07-May-2015,Argos,2,-31.742620469999999,-81.854103089999995,367,943,142,101,,,,,,-149904,6467581
-152753.86004174722,6471398.0561524946,84481,84481,Mk10,11:45:10 07-May-2015,Argos,A,-31.706810000000001,-81.881431579999997,1750,5738,533,46,,,,,,-152754,6471398
-155898.06450810703,6471942.8496066388,84481,84481,Mk10,11:55:48 07-May-2015,Argos,B,-31.700140000000001,-81.914009089999993,2804,5188,1515,79,,,,,,-155898,6471943
-156800.86669777252,6476622.8383437674,84481,84481,Mk10,13:35:17 07-May-2015,Argos,B,-31.657709120000000,-81.920341489999998,2582,4959,1343,163,,,,,,-156801,6476623
-180881.79388403916,6505255.366274422,84481,84481,Mk10,20:12:33 07-May-2015,Argos,B,-31.387409210000001,-82.152748110000005,5433,9818,3006,94,,,,,,-180882,6505255
-181263.6647558948,6507977.1678404845,84481,84481,Mk10,21:46:24 07-May-2015,Argos,B,-31.362819670000000,-82.154876709999996,3890,6273,2411,80,,,,,,-181264,6507977
-180156.80464380595,6506446.4073583148,84481,84481,Mk10,22:29:44 07-May-2015,Argos,B,-31.377170560000000,-82.144371030000002,6858,9083,5177,122,,,,,,-180157,6506446
-185097.56141986966,6518346.4583951104,84481,84481,Mk10,22:55:29 07-May-2015,Argos,B,-31.267749790000000,-82.187782290000001,6023,13665,2654,92,,,,,,-185098,6518346
-262984.47675823874,6697060.594118394,84481,84481,Mk10,10:58:08 09-May-2015,Argos,B,-29.622350690000001,-82.868461609999997,11999,384967,374,94,,,,,,-262984,6697061
-201630.30479750759,6651291.5731842471,84481,84481,Mk10,21:25:06 09-May-2015,Argos,B,-30.068090439999999,-82.269920350000007,17540,30219,10181,64,,,,,,-201630,6651292
-209566.09842682024,6839060.7018775567,84481,84481,Mk10,12:09:44 13-May-2015,Argos,B,-28.382539749999999,-82.231857300000001,13204,328310,531,69,,,,,,-209566,6839061
-171204.79197261005,6830510.7953375131,84481,84481,Mk10,19:06:33 13-May-2015,Argos,B,-28.479339599999999,-81.848190310000007,71648,83292,61631,66,,,,,,-171205,6830511
-137290.6742681663,6887007.7059986359,84481,84481,Mk10,20:45:18 13-May-2015,Argos,Z,-27.989599230000000,-81.473251340000004,71745,89368,57596,124,,,,,,-137291,6887008
-134730.03844310821,7015782.3797278758,84481,84481,Mk10,07:51:31 15-May-2015,Argos,B,-26.835540770000001,-81.380371089999997,110423,,,,,,,,,-134730,7015782
-154470.08186495851,7023296.2632510439,84481,84481,Mk10,10:07:45 15-May-2015,Argos,B,-26.759069440000001,-81.573860170000003,506889,,,,,,,,,-154470,7023296
-154492.16623352794,7023368.6950885663,84481,84481,Mk10,10:32:36 15-May-2015,Argos,B,-26.758409499999999,-81.574043270000004,527601,,,,,,,,,-154492,7023369
-165732.09494314773,7029086.5682392558,84481,84481,Mk10,11:05:56 15-May-2015,Argos,A,-26.701860430000000,-81.683319089999998,923,1281,664,180,,,,,,-165732,7029087
-166461.10893281549,7032713.8553590942,84481,84481,Mk10,11:42:43 15-May-2015,Argos,A,-26.668989180000001,-81.688690190000003,2606,6873,987,94,,,,,,-166461,7032714
-169998.36423399148,7041854.8652035361,84481,84481,Mk10,12:45:55 15-May-2015,Argos,1,-26.585350040000002,-81.719177250000001,559,706,441,41,,,,,,-169998,7041855
-187490.75394450326,7090050.9919300368,84481,84481,Mk10,20:17:40 15-May-2015,Argos,B,-26.144939420000000,-81.867897029999995,6740,274658,165,81,,,,,,-187491,7090051
-209902.73388469976,7099189.6447369568,84481,84481,Mk10,22:14:54 15-May-2015,Argos,B,-26.052219390000001,-82.085479739999997,3279,10960,980,176,,,,,,-209903,7099190
-211641.01213188004,7104087.653872231,84481,84481,Mk10,22:31:45 15-May-2015,Argos,B,-26.007480619999999,-82.100067139999993,1757,5466,564,85,,,,,,-211641,7104088
-438653.60067075759,7148971.9766646549,84481,84481,Mk10,11:41:57 17-May-2015,Argos,B,-25.479280469999999,-84.312423710000004,109655,,,,,,,,,-438654,7148972
-302715.24513431243,7207384.9438530616,84481,84481,Mk10,13:23:37 17-May-2015,Argos,Z,-25.036359789999999,-82.940681459999993,692289,,,,,,,,,-302715,7207385
-249529.21984056709,7220471.9719566926,84481,84481,Mk10,13:56:49 17-May-2015,Argos,2,-24.946340559999999,-82.411079409999999,414,1141,150,81,Rate of Travel: 24.7 m/s,,,,,-249529,7220472
-247733.87955388241,7210697.3448773269,84481,84481,Mk10,22:36:54 17-May-2015,Argos,A,-25.034759520000001,-82.398712160000002,3450,54098,220,81,,,,,,-247734,7210697
-238426.87961273501,7213034.2899026601,84481,84481,Mk10,22:53:35 17-May-2015,Argos,A,-25.018379209999999,-82.305969239999996,567,5956,53,96,,,,,,-238427,7213034
-224595.91279372585,7230154.9249918405,84481,84481,Mk10,10:43:33 19-May-2015,Argos,A,-24.871629710000001,-82.161056520000002,3059,28978,322,97,,,,,,-224596,7230155
-224219.07382636145,7230035.1965311561,84481,84481,Mk10,11:46:35 19-May-2015,Argos,B,-24.872880940000002,-82.157417300000006,4977,14803,1673,92,,,,,,-224219,7230035
-213433.00348518474,7227022.6466894029,84481,84481,Mk10,12:21:56 19-May-2015,Argos,2,-24.904949190000000,-82.053001399999999,359,528,243,1,,,,,,-213433,7227023
-208570.34256265336,7227702.4327337909,84481,84481,Mk10,13:13:40 19-May-2015,Argos,A,-24.901119229999999,-82.004867550000000,1445,4778,437,54,,,,,,-208570,7227702
-178033.9013126971,7230103.1692250557,84481,84481,Mk10,19:33:49 19-May-2015,Argos,3,-24.893449780000001,-81.703483579999997,214,441,103,72,,,,,,-178034,7230103
-171662.63391013234,7229764.7806759849,84481,84481,Mk10,21:17:17 19-May-2015,Argos,B,-24.899299620000001,-81.640991209999996,3154,3771,2637,89,,,,,,-171663,7229765
-171110.4123955064,7232936.5674787555,84481,84481,Mk10,22:20:17 19-May-2015,Argos,2,-24.871089940000001,-81.634033200000005,363,968,136,89,,,,,,-171110,7232937
-171412.48489906255,7233734.4426499326,84481,84481,Mk10,22:28:24 19-May-2015,Argos,B,-24.863800049999998,-81.636619569999993,907,1911,430,75,,,,,,-171412,7233734
-140466.02486392437,7347531.0134438071,84481,84481,Mk10,10:06:32 23-May-2015,Argos,B,-23.855529789999999,-81.281379700000002,12531,44242,3549,133,,,,,,-140466,7347531
-167108.15864653292,7395839.6772158779,84481,84481,Mk10,10:39:09 23-May-2015,Argos,B,-23.411149980000001,-81.519783020000006,31515,435412,2281,137,,,,,,-167108,7395840
-171073.46901847643,7407326.5245653708,84481,84481,Mk10,11:45:01 23-May-2015,Argos,A,-23.306449890000000,-81.553253170000005,1807,7293,447,61,,,,,,-171073,7407327
-168675.36028042121,7411699.647227034,84481,84481,Mk10,11:55:52 23-May-2015,Argos,1,-23.268180850000000,-81.528030400000006,774,2706,221,74,,,,,,-168675,7411700
-179707.70941602229,7461601.3776682708,84481,84481,Mk10,20:32:43 23-May-2015,Argos,B,-22.815910339999999,-81.613189700000007,12957,246263,681,75,,,,,,-179708,7461601
-186625.01905500481,7471004.4029026106,84481,84481,Mk10,22:33:20 23-May-2015,Argos,B,-22.728740689999999,-81.676017759999993,12787,31333,5218,64,,,,,,-186625,7471004
